job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB09498,AI Engineer,Google,"Chennai, Tamil Nadu","We are looking for a AI Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Machine Learning, TensorFlow, Python, Deep Learning, NLP. Candidates should have Fresher of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Any Graduate,₹4-7 LPA,Full-time
JOB09499,Power BI Developer,Genpact,"Chennai, Tamil Nadu","We are looking for a Power BI Developer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include Excel, Data Modeling, Power BI, SQL, DAX. Candidates should have 0-2 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,BCA,₹5-8 LPA,Internship
JOB09500,Full Stack Developer,Persistent Systems,"Kolkata, West Bengal","We are looking for a Full Stack Developer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include React, HTML, JavaScript, Node.js, CSS. Candidates should have Fresher of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Any Graduate,₹8-12 LPA,Contract
JOB09501,Web Developer,Adobe,"Delhi, India","We are looking for a Web Developer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Git, React, HTML, JavaScript. Candidates should have 8-12 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Sc,₹3-5 LPA,Internship
JOB09502,Power BI Developer,Zoho,"Pune, Maharashtra","We are looking for a Power BI Developer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Data Modeling, DAX, SQL, Power BI, Excel. Candidates should have 8-12 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,B.Tech,₹6-10 LPA,Full-time
JOB09503,Cloud Engineer,TCS,"Bengaluru, Karnataka","We are looking for a Cloud Engineer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include AWS, Azure, Docker, Cloud Computing. Candidates should have 1-3 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MBA,₹10-16 LPA,Remote
JOB09504,Java Developer,Tech Mahindra,"Pune, Maharashtra","We are looking for a Java Developer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Spring Boot, REST API, Java, Git, SQL. Candidates should have 2-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Bachelor's Degree,₹8-12 LPA,Full-time
JOB09505,Frontend Developer,Deloitte,"Mumbai, Maharashtra","We are looking for a Frontend Developer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include React, JavaScript, CSS, HTML, Tailwind CSS. Candidates should have 0-2 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Tech,₹3-5 LPA,Full-time
JOB09506,Cloud Engineer,Amazon,"Hyderabad, Telangana","We are looking for a Cloud Engineer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Azure, Docker, Cloud Computing, AWS. Candidates should have 2-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MBA,Not Disclosed,Full-time
JOB09507,Data Engineer,LTIMindtree,"Mumbai, Maharashtra","We are looking for a Data Engineer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include Python, ETL, SQL, AWS, Spark. Candidates should have 2-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MBA,₹10-16 LPA,Contract
JOB09508,Cloud Engineer,Google,"Chennai, Tamil Nadu","We are looking for a Cloud Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Docker, Linux, AWS, Azure. Candidates should have 8-12 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MCA,₹3-5 LPA,Remote
JOB09509,Software Engineer,Amazon,"Pune, Maharashtra","We are looking for a Software Engineer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Data Structures, Java, C++, Git. Candidates should have 0-2 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Sc,Not Disclosed,Full-time
JOB09510,Database Administrator,Cognizant,"Ahmedabad, Gujarat","We are looking for a Database Administrator to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include SQL, Oracle, Database. Candidates should have 8-12 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Bachelor's Degree,₹6-10 LPA,Contract
JOB09511,Machine Learning Engineer,Accenture,"Jaipur, Rajasthan","We are looking for a Machine Learning Engineer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Machine Learning, TensorFlow, Python, SQL, NLP. Candidates should have Fresher of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Any Graduate,Not Disclosed,Internship
JOB09512,Data Scientist,Google,"Gurugram, Haryana","We are looking for a Data Scientist to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Scikit-learn, SQL, Python, Machine Learning, Pandas. Candidates should have 3-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MBA,₹4-7 LPA,Remote
JOB09513,Data Analyst,Google,"Mumbai, Maharashtra","We are looking for a Data Analyst to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Tableau, Power BI, Excel, SQL. Candidates should have 3-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Bachelor's Degree,₹4-7 LPA,Internship
JOB09514,Cybersecurity Analyst,TCS,"Bengaluru, Karnataka","We are looking for a Cybersecurity Analyst to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Python, Networking, Cybersecurity, SIEM, Linux. Candidates should have 2-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Sc,₹10-16 LPA,Part-time
JOB09515,Backend Developer,Persistent Systems,"Hyderabad, Telangana","We are looking for a Backend Developer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include SQL, REST API, Node.js, Python, Java. Candidates should have 2-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MCA,₹12-20 LPA,Remote
JOB09516,DevOps Engineer,LTIMindtree,"Mumbai, Maharashtra","We are looking for a DevOps Engineer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include Linux, Jenkins, Kubernetes, Docker. Candidates should have 2-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MCA,₹6-10 LPA,Contract
JOB09517,Java Developer,Microsoft,"Gurugram, Haryana","We are looking for a Java Developer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include SQL, Git, REST API, Java, Spring Boot. Candidates should have 1-3 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,BCA,₹5-8 LPA,Contract
JOB09518,Frontend Developer,Mphasis,"Chennai, Tamil Nadu","We are looking for a Frontend Developer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Tailwind CSS, CSS, React, HTML. Candidates should have 2-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Tech,₹5-8 LPA,Internship
JOB09519,Machine Learning Engineer,Accenture,"Gurugram, Haryana","We are looking for a Machine Learning Engineer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include NLP, Machine Learning, SQL. Candidates should have 3-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Tech,₹10-16 LPA,Remote
JOB09520,Data Scientist,Microsoft,"Gurugram, Haryana","We are looking for a Data Scientist to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Scikit-learn, SQL, Machine Learning, Python, Pandas. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,₹8-12 LPA,Internship
JOB09521,Data Analyst,Adobe,Remote,"We are looking for a Data Analyst to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Tableau, Excel, SQL, Power BI. Candidates should have Fresher of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,MBA,₹6-10 LPA,Part-time
JOB09522,Java Developer,Persistent Systems,"Bengaluru, Karnataka","We are looking for a Java Developer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include SQL, Git, Java, Spring Boot, REST API. Candidates should have 1-3 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Any Graduate,₹6-10 LPA,Remote
JOB09523,Cybersecurity Analyst,Oracle,"Chennai, Tamil Nadu","We are looking for a Cybersecurity Analyst to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Cybersecurity, Python, SIEM, Networking. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,Not Disclosed,Remote
JOB09524,Database Administrator,TCS,"Jaipur, Rajasthan","We are looking for a Database Administrator to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include SQL, Oracle, Linux, MySQL. Candidates should have 8-12 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MCA,₹8-12 LPA,Part-time
JOB09525,Frontend Developer,Mphasis,Remote,"We are looking for a Frontend Developer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include HTML, Tailwind CSS, JavaScript. Candidates should have 2-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MCA,₹5-8 LPA,Contract
JOB09526,Cloud Engineer,Persistent Systems,"Mumbai, Maharashtra","We are looking for a Cloud Engineer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Cloud Computing, Linux, Azure. Candidates should have 2-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Tech,₹8-12 LPA,Internship
JOB09527,Backend Developer,Wipro,Remote,"We are looking for a Backend Developer to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include REST API, Java, SQL, Node.js. Candidates should have 3-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MCA,₹4-7 LPA,Contract
JOB09528,Web Developer,Adobe,"Jaipur, Rajasthan","We are looking for a Web Developer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include HTML, CSS, Git, React, JavaScript. Candidates should have 0-2 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MCA,₹6-10 LPA,Internship
JOB09529,Java Developer,Infosys,"Delhi, India","We are looking for a Java Developer to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Git, REST API, Spring Boot. Candidates should have 0-2 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Sc,₹6-10 LPA,Remote
JOB09530,Product Analyst,IBM,"Ahmedabad, Gujarat","We are looking for a Product Analyst to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include SQL, Excel, Analytics, Python. Candidates should have Fresher of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Bachelor's Degree,₹10-16 LPA,Full-time
JOB09531,Data Engineer,Mphasis,"Ahmedabad, Gujarat","We are looking for a Data Engineer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include ETL, AWS, Python, SQL. Candidates should have 0-2 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,B.Tech,₹4-7 LPA,Contract
JOB09532,Product Analyst,Tech Mahindra,"Kolkata, West Bengal","We are looking for a Product Analyst to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include A/B Testing, Python, SQL, Analytics. Candidates should have 1-3 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,B.Tech,₹3-5 LPA,Internship
JOB09533,Cybersecurity Analyst,Cognizant,"Jaipur, Rajasthan","We are looking for a Cybersecurity Analyst to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include SIEM, Python, Networking, Linux. Candidates should have 1-3 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Sc,₹3-5 LPA,Full-time
JOB09534,Cloud Engineer,Tech Mahindra,Remote,"We are looking for a Cloud Engineer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Cloud Computing, Linux, AWS. Candidates should have 1-3 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MBA,₹8-12 LPA,Internship
JOB09535,Backend Developer,TCS,"Pune, Maharashtra","We are looking for a Backend Developer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include SQL, Node.js, Python. Candidates should have Fresher of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,MBA,₹12-20 LPA,Internship
JOB09536,Power BI Developer,Adobe,Remote,"We are looking for a Power BI Developer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Power BI, DAX, SQL. Candidates should have 2-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MCA,₹6-10 LPA,Remote
JOB09537,Machine Learning Engineer,TCS,"Mumbai, Maharashtra","We are looking for a Machine Learning Engineer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Machine Learning, TensorFlow, SQL. Candidates should have 5-8 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Bachelor's Degree,Not Disclosed,Full-time
JOB09538,Full Stack Developer,Tech Mahindra,"Gurugram, Haryana","We are looking for a Full Stack Developer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Node.js, React, HTML. Candidates should have 1-3 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Bachelor's Degree,₹4-7 LPA,Internship
JOB09539,Frontend Developer,Amazon,"Kolkata, West Bengal","We are looking for a Frontend Developer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include React, Tailwind CSS, JavaScript. Candidates should have 0-2 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,Bachelor's Degree,₹5-8 LPA,Part-time
JOB09540,Full Stack Developer,LTIMindtree,"Kolkata, West Bengal","We are looking for a Full Stack Developer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include HTML, CSS, React, Node.js. Candidates should have 3-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,B.Tech,₹3-5 LPA,Internship
JOB09541,AI Engineer,Tech Mahindra,"Kolkata, West Bengal","We are looking for a AI Engineer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Machine Learning, TensorFlow, NLP, Deep Learning, Python. Candidates should have 1-3 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MCA,₹6-10 LPA,Part-time
JOB09542,Software Engineer,Deloitte,"Gurugram, Haryana","We are looking for a Software Engineer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include C++, Python, Git. Candidates should have 5-8 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MBA,₹6-10 LPA,Remote
JOB09543,Business Analyst,TCS,Remote,"We are looking for a Business Analyst to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Data Analysis, Communication, Power BI, Excel. Candidates should have 0-2 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,BCA,₹10-16 LPA,Internship
JOB09544,Python Developer,Accenture,"Mumbai, Maharashtra","We are looking for a Python Developer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Flask, SQL, Python, REST API. Candidates should have Fresher of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,B.Tech,₹6-10 LPA,Contract
JOB09545,AI Engineer,Oracle,"Jaipur, Rajasthan","We are looking for a AI Engineer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include NLP, TensorFlow, Machine Learning. Candidates should have 3-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Bachelor's Degree,₹3-5 LPA,Internship
JOB09546,Machine Learning Engineer,IBM,Remote,"We are looking for a Machine Learning Engineer to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include NLP, Machine Learning, SQL, Python. Candidates should have 8-12 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Bachelor's Degree,Not Disclosed,Internship
JOB09547,Business Analyst,Cognizant,"Kolkata, West Bengal","We are looking for a Business Analyst to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include Communication, SQL, Excel, Power BI. Candidates should have 5-8 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,B.Tech,₹5-8 LPA,Full-time
JOB09548,Data Engineer,Wipro,Remote,"We are looking for a Data Engineer to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include ETL, AWS, SQL, Spark, Python. Candidates should have 3-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Tech,₹8-12 LPA,Internship
JOB09549,Product Analyst,Google,Remote,"We are looking for a Product Analyst to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Python, Analytics, A/B Testing, SQL. Candidates should have 0-2 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,B.Tech,₹10-16 LPA,Remote
JOB09550,Database Administrator,Genpact,"Bengaluru, Karnataka","We are looking for a Database Administrator to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include Oracle, Linux, SQL, MySQL. Candidates should have 5-8 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,BCA,₹12-20 LPA,Part-time
JOB09551,Python Developer,Capgemini,"Bengaluru, Karnataka","We are looking for a Python Developer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include REST API, Python, Flask, SQL. Candidates should have 5-8 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Tech,₹3-5 LPA,Remote
JOB09552,Cloud Engineer,Amazon,"Hyderabad, Telangana","We are looking for a Cloud Engineer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Azure, Cloud Computing, Linux. Candidates should have 0-2 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MCA,₹3-5 LPA,Contract
JOB09553,Cloud Engineer,TCS,"Kolkata, West Bengal","We are looking for a Cloud Engineer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Docker, Cloud Computing, Linux, Azure. Candidates should have 8-12 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MCA,₹12-20 LPA,Part-time
JOB09554,Software Engineer,Oracle,"Chennai, Tamil Nadu","We are looking for a Software Engineer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Java, Python, Data Structures. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,Not Disclosed,Full-time
JOB09555,DevOps Engineer,Google,"Mumbai, Maharashtra","We are looking for a DevOps Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Kubernetes, Linux, AWS. Candidates should have Fresher of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Any Graduate,Not Disclosed,Internship
JOB09556,Software Engineer,Deloitte,"Pune, Maharashtra","We are looking for a Software Engineer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Java, Git, Data Structures, Python. Candidates should have 1-3 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,B.Tech,₹8-12 LPA,Internship
JOB09557,Frontend Developer,Deloitte,"Gurugram, Haryana","We are looking for a Frontend Developer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include CSS, JavaScript, React, HTML, Tailwind CSS. Candidates should have 2-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Tech,₹12-20 LPA,Internship
JOB09558,Web Developer,LTIMindtree,"Ahmedabad, Gujarat","We are looking for a Web Developer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include CSS, Git, HTML, JavaScript. Candidates should have 0-2 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Sc,₹10-16 LPA,Remote
JOB09559,Java Developer,IBM,"Jaipur, Rajasthan","We are looking for a Java Developer to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include Java, Git, SQL. Candidates should have 3-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Bachelor's Degree,₹5-8 LPA,Full-time
JOB09560,AI Engineer,Genpact,"Kolkata, West Bengal","We are looking for a AI Engineer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include Machine Learning, TensorFlow, Python, Deep Learning. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,Not Disclosed,Contract
JOB09561,DevOps Engineer,Cognizant,"Kolkata, West Bengal","We are looking for a DevOps Engineer to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include Docker, Linux, Jenkins, Kubernetes. Candidates should have 0-2 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Tech,₹8-12 LPA,Part-time
JOB09562,Cloud Engineer,Amazon,"Bengaluru, Karnataka","We are looking for a Cloud Engineer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include AWS, Docker, Linux. Candidates should have Fresher of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Sc,₹5-8 LPA,Contract
JOB09563,Data Scientist,Infosys,"Pune, Maharashtra","We are looking for a Data Scientist to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Pandas, Scikit-learn, Python, SQL, Machine Learning. Candidates should have 0-2 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,Bachelor's Degree,₹8-12 LPA,Full-time
JOB09564,Cloud Engineer,Amazon,"Bengaluru, Karnataka","We are looking for a Cloud Engineer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Docker, Azure, AWS, Linux, Cloud Computing. Candidates should have 8-12 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Sc,₹10-16 LPA,Contract
JOB09565,Cybersecurity Analyst,Zoho,"Ahmedabad, Gujarat","We are looking for a Cybersecurity Analyst to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Python, Cybersecurity, Networking. Candidates should have 1-3 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Any Graduate,₹4-7 LPA,Contract
JOB09566,Cybersecurity Analyst,Persistent Systems,"Ahmedabad, Gujarat","We are looking for a Cybersecurity Analyst to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Python, Cybersecurity, SIEM. Candidates should have Fresher of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,BCA,₹3-5 LPA,Full-time
JOB09567,Backend Developer,Tech Mahindra,"Kolkata, West Bengal","We are looking for a Backend Developer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Node.js, REST API, Python. Candidates should have 2-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Sc,₹4-7 LPA,Full-time
JOB09568,Product Analyst,Zoho,"Pune, Maharashtra","We are looking for a Product Analyst to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include SQL, Python, Excel, A/B Testing, Analytics. Candidates should have 2-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MCA,₹12-20 LPA,Full-time
JOB09569,AI Engineer,Oracle,"Hyderabad, Telangana","We are looking for a AI Engineer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Deep Learning, TensorFlow, Python, NLP, Machine Learning. Candidates should have 8-12 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MCA,₹12-20 LPA,Full-time
